from;to;weight
n1640;n7193;5
n1640;n1891;3
n1640;n147;3
n1640;n12440;3
n1640;n1985;5
n1640;n1638;4
n1640;n14047;3
n1640;n1737;2
n1640;n7529;4
n1640;n1959;8
n1640;n1731;2
n1640;n12439;11
n1640;n1699;3
n1640;n12452;4
n1640;n1765;2
n1640;n1602;3
n1640;n7530;3
n1640;n200;2
n1640;n12005;4
n1640;n12010;2
n1640;n2275;7
n1640;n12541;2
n1640;n1778;4
n1640;n81;3
n1640;n1860;2
n1640;n12444;2
n1640;n1912;4
n1640;n12369;2
n1640;n1902;3
n1640;n1849;2
n1640;n1781;3
n1640;n1692;3
n1640;n13513;2
n1640;n12509;3
n1640;n1562;5
n1640;n1563;3
n1640;n1615;2
n1640;n13086;2
n1640;n162;10
n1640;n1831;2
n1640;n10704;2
n1640;n7526;6
n1640;n1565;2
n1640;n2320;2
n1640;n107;4
n1640;n6222;3
n1640;n153;2
n1640;n11999;2
n1640;n1711;4
n1640;n1591;2
n1640;n120;5
n1640;n110;6
n1640;n1633;7
n1640;n10025;2
n1640;n11958;4
n1640;n1980;2
n1640;n163;5
n1640;n12443;3
n1640;n6255;2
n1640;n1572;4
n1640;n1971;2
n1640;n1993;3
n1640;n2285;4
n1640;n1673;2
n1640;n12012;2
n1640;n12018;6
n1640;n1643;3
n1640;n6235;7
n1640;n1883;3
n1640;n1936;9
n1640;n1680;5
n1640;n1809;4
n1640;n1728;4
n1640;n1892;2
n1640;n166;8
n1640;n12499;2
n1640;n2327;4
n1640;n1675;2
n1640;n12973;3
n1640;n13007;3
n1640;n135;2
n1640;n1783;3
n1640;n6403;2
n1640;n1792;3
n1640;n1799;3
n1640;n7191;3
n1640;n6247;2
n1640;n1706;2
n1640;n6408;2
n1640;n10697;2
n1640;n1870;2
n1640;n3675;3
n1640;n157;2
n1640;n12004;6
n1640;n1581;3
n1640;n1859;2
n1640;n12351;3
n1640;n12476;2
n1640;n2324;3
n1640;n12002;3
n1640;n1717;3
n1640;n12007;2
n1640;n1729;3
n1640;n12003;2
n1640;n6229;2
n1640;n111;5
n1640;n406;6
n1640;n176;10
n1640;n6245;2
n1640;n1791;2
n1640;n1754;11
n1640;n13092;3
n1640;n1955;3
n1640;n1864;2
n1640;n6426;2
n1640;n1686;2
n1640;n1672;3
n1640;n13045;2
n1640;n12210;3
n1640;n9855;3
n1640;n2312;4
n1640;n1709;2
n1640;n1744;4
n1640;n1814;2
n1640;n1788;2
n1640;n1647;4
n1640;n6428;10
n1640;n1689;2
n1640;n6267;5
n1640;n14692;2
n1640;n3668;2
n1640;n1742;4
n1640;n6253;3
n1640;n1900;6
n1640;n1944;2
n1640;n6332;2
n1640;n1920;2
n1640;n12993;5
n1640;n141;3
n1640;n1852;3
n1640;n1569;7
n1640;n150;2
n1640;n3067;11
n1640;n6433;4
n1640;n1794;2
n1640;n12477;4
n1640;n10264;4
n1640;n12459;2
n1640;n179;2
n1640;n6271;2
n1640;n1886;2
n1640;n1690;15
n1640;n1725;3
n9837;n5800;2
n9837;n6092;2
n9837;n6378;2
n6207;n1626;3
n6207;n6262;2
n6207;n162;3
n6207;n6205;4
n6207;n14691;3
n6207;n1741;2
n6207;n6278;2
n6207;n6189;2
n6207;n14690;2
n12864;n8590;2
n12864;n11232;2
n12864;n614;2
n12864;n13890;2
n12864;n12215;2
n12864;n4052;2
n12864;n13892;2
n17048;n17269;2
n17048;n13644;3
n17048;n14822;2
n17048;n17033;2
n17048;n17287;2
n17048;n17331;2
n17048;n17049;2
n17048;n14830;4
n17048;n14825;2
n17048;n17042;3
n17048;n17046;2
n17048;n17055;2
n17048;n17283;2
n17048;n17035;4
n9020;n10946;2
n9020;n8498;2
n9020;n6310;2
n7011;n2104;2
n7011;n13026;2
n7011;n13017;2
n3189;n13892;2
n3189;n874;2
n8577;n5543;2
n8577;n4071;3
n8577;n4077;2
n8577;n3734;2
n956;n5093;2
n956;n8863;2
n956;n955;2
n956;n947;2
n12461;n12458;3
n12461;n10314;2
n12461;n2297;2
n12461;n1950;2
n12461;n1626;2
n12461;n12976;2
n12461;n12477;2
n12461;n1565;5
n12461;n3067;2
n2079;n3267;2
n11399;n9330;2
n11399;n7387;2
n11399;n3227;2
n11399;n3367;2
n11399;n2407;2
n4549;n8028;2
n4549;n4517;2
n4549;n4557;4
n4549;n6093;2
n4549;n4522;2
n4549;n4554;2
n12032;n12243;3
n12032;n4919;2
n12032;n3585;2
n12032;n14400;2
n5482;n5457;3
n5482;n5404;3
n5482;n5402;2
n5482;n5403;4
n5482;n9845;4
n5482;n5434;3
n5482;n5401;4
n5482;n9844;2
n5482;n5453;5
n5482;n5436;4
n5482;n5397;2
n5482;n5455;4
n5482;n5395;2
n5482;n5456;4
n5482;n5450;2
n5482;n11339;2
n5482;n5451;6
n5482;n5391;6
n5482;n5389;3
n5482;n5524;6
n5482;n5446;7
n5482;n5433;6
n5482;n5448;5
n5482;n5383;4
n5482;n5496;2
n5482;n2671;3
n5482;n5425;2
n5482;n5420;10
n5482;n5418;4
n5482;n5445;5
n5482;n11340;2
n5482;n5414;2
n5482;n5415;2
n5482;n5412;3
n5482;n5413;3
n5482;n5442;7
n5482;n11341;2
n5482;n5430;5
n5482;n5409;2
n5482;n5439;4
n5482;n11333;2
n5482;n9841;2
n5482;n5510;2
n5482;n5497;6
n5482;n5405;3
n5482;n5358;7
n5482;n5484;6
n5482;n5483;4
n5482;n5435;4
n5482;n5513;2
n5482;n5514;2
n5482;n9843;4
n5482;n5505;6
n5482;n5354;4
n5482;n5437;5
n5482;n5478;6
n5482;n5355;8
n5482;n5479;6
n5482;n5352;3
n5482;n11334;2
n5482;n5509;3
n5482;n5344;3
n5482;n5347;3
n5482;n11323;2
n5482;n5432;3
n5482;n9859;2
n5482;n5465;4
n5482;n9846;4
n5482;n5380;4
n5482;n11322;2
n5482;n9854;4
n5482;n5518;2
n5482;n5374;7
n5482;n5375;2
n5482;n5460;4
n5482;n5372;5
n5482;n5429;4
n5482;n9860;2
n5482;n3977;4
n5482;n5461;4
n5482;n3401;2
n5482;n5462;5
n5482;n11332;2
n5482;n11343;2
n5482;n5366;2
n5482;n5367;2
n5482;n5365;2
n5482;n5503;3
n5482;n5361;2
n5482;n5359;3
n5482;n5431;4
n5482;n5362;7
n5482;n5458;2
n5482;n5399;2
n5482;n5454;4
n5482;n5394;2
n5482;n551;2
n5482;n11336;2
n5482;n5390;5
n5482;n5452;7
n5482;n5388;5
n5482;n5386;5
n5482;n5499;3
n5482;n11331;2
n5482;n5519;5
n5482;n5426;4
n5482;n5443;4
n5482;n5444;4
n5482;n5521;3
n5482;n5423;3
n5482;n5422;4
n5482;n5424;6
n5482;n5441;4
n5482;n5522;3
n5482;n5411;3
n5482;n11344;2
n5482;n5428;3
n5482;n5408;2
n5482;n5440;5
n5482;n9842;4
n5482;n11321;2
n5482;n5406;2
n5482;n5407;2
n5482;n5515;2
n5482;n5357;4
n5482;n5504;5
n5482;n5485;3
n5482;n5506;4
n5482;n9850;4
n5482;n5481;5
n5482;n5507;4
n5482;n5351;2
n5482;n11329;2
n5482;n5475;3
n5482;n5477;2
n5482;n5476;11
n5482;n5516;2
n5482;n5349;3
n5482;n11345;2
n5482;n5523;6
n5482;n9853;2
n5482;n5342;3
n5482;n5473;2
n5482;n5382;2
n5482;n5466;5
n5482;n5381;2
n5482;n5468;3
n5482;n5469;5
n5482;n5470;5
n5482;n5378;3
n5482;n5500;6
n5482;n2670;2
n5482;n5463;4
n5482;n9857;2
n5482;n5370;4
n5482;n3404;2
n5482;n5371;2
n5482;n5512;5
n5482;n5369;4
n5482;n5368;6
n5482;n5501;5
n5482;n9855;4
n5482;n9849;6
n5482;n11327;2
n5482;n5363;2
n5482;n9851;2
n4124;n4187;3
n4124;n4129;3
n4124;n4185;2
n4124;n11900;4
n4124;n4116;3
n4124;n4169;2
n4124;n4144;2
n4124;n4167;4
n4124;n4095;3
n4124;n4109;2
n4124;n15510;2
n4124;n4193;3
n4124;n4133;6
n4124;n4168;3
n4124;n16904;2
n4124;n4191;3
n4124;n4110;3
n4124;n15728;2
n4124;n4189;3
n4124;n4148;2
n4124;n11907;2
n4124;n4140;2
n4124;n4099;5
n4124;n4151;2
n4124;n4101;6
n4124;n4112;2
n4124;n4150;2
n4124;n4105;2
n4124;n17386;6
n4124;n4190;2
n4124;n4128;2
n4124;n4156;2
n4124;n4182;2
n4124;n11901;2
n4124;n4158;5
n4124;n11903;2
n4124;n4181;3
n4124;n15616;3
n4124;n4134;3
n4124;n4137;2
n4124;n4135;2
n4124;n4166;2
n4124;n15620;4
n4124;n15496;4
n4124;n4115;3
n4124;n4165;3
n4124;n15492;6
n4124;n11908;3
n4124;n4125;2
n4124;n7853;2
n4124;n4113;3
n4124;n4132;2
n4124;n15732;2
n4124;n4114;2
n13707;n6589;2
n13707;n2556;2
n13707;n11929;2
n13707;n5940;2
n13707;n12783;2
n13707;n6527;2
n13707;n2553;2
n13707;n4644;2
n13707;n3080;2
n12670;n9049;2
n12670;n11055;2
n12670;n9326;2
n12670;n9014;2
n12670;n9336;2
n12670;n8308;2
n12670;n12126;2
n12670;n11073;2
n12670;n9331;2
n12670;n8399;2
n12670;n3354;2
n12670;n9329;3
n12670;n1451;2
n12670;n729;2
n12670;n3939;2
n12670;n1066;2
n12670;n5702;2
n12670;n763;2
n12670;n9337;2
n12670;n7769;2
n2615;n2698;2
n2615;n2612;2
n2615;n2622;4
n2615;n2620;4
n2615;n2599;2
n2615;n2601;2
n2615;n2642;2
n2615;n3994;2
n2615;n3997;2
n2615;n4001;2
n2615;n2627;3
n2615;n2636;3
n2615;n2637;2
n2615;n2607;2
n2615;n2608;2
n2615;n3028;2
n2615;n3968;2
n2615;n671;2
n2615;n670;3
n2615;n2056;2
n2615;n2667;2
n2615;n2894;2
n2615;n2605;3
n2615;n2606;3
n2615;n3905;2
n2615;n3859;2
n2615;n2712;2
n2615;n2628;9
n2615;n4006;2
n2615;n3906;2
n2615;n2678;2
n2615;n3967;2
n2615;n2619;2
n2615;n2621;2
n2615;n3978;2
n2615;n2600;3
n2615;n733;2
n2615;n3980;2
n2615;n3981;2
n2615;n2674;3
n2615;n2604;3
n2615;n2643;3
n2615;n716;3
n2615;n2895;2
n2615;n3989;2
n2615;n3916;2
n2615;n724;4
n2615;n3998;2
n2615;n3999;2
n2615;n2657;2
n2615;n3912;2
n2615;n2630;3
n2615;n2890;2
n2615;n2633;2
n2615;n2609;4
n2615;n2613;2
n2615;n2617;3
n2615;n2685;2
n2615;n3975;2
n2615;n15720;2
n2615;n2596;2
n2615;n2602;3
n2615;n2603;2
n2615;n2832;2
n2615;n2733;6
n2615;n3853;4
n2615;n2634;2
n15656;n15658;3
n15656;n15651;2
n15656;n14814;2
n15656;n14791;2
n15656;n15645;9
n15656;n15646;6
n15656;n6472;2
n15656;n8324;5
n15656;n7963;2
n15656;n4988;2
n15656;n9000;3
n15656;n15653;2
n1726;n1931;2
n1726;n1715;3
n1726;n1728;3
n1726;n166;2
n1726;n124;3
n1726;n1664;2
n1726;n127;3
n1726;n141;5
n1726;n1797;2
n1726;n6258;2
n1726;n1631;3
n1726;n6427;2
n1726;n131;5
n1726;n106;4
n1726;n7193;6
n1726;n89;2
n1726;n1578;2
n1726;n1723;6
n1726;n1784;2
n1726;n6273;2
n1726;n1768;2
n1726;n162;6
n1726;n12488;2
n1726;n1572;3
n1726;n1661;2
n1726;n11508;2
n1726;n1597;2
n1726;n1676;2
n1726;n130;9
n10635;n16096;3
n10635;n17206;2
n10635;n16347;2
n10635;n13742;2
n13754;n13739;2
n13754;n13718;2
n13754;n16094;2
n13754;n13737;2
n13754;n13720;3
n13754;n16351;2
n13754;n17456;2
n13754;n13733;2
n13754;n13735;2
n11807;n2957;2
n11807;n10400;3
n11807;n5904;2
n11807;n17104;2
n11807;n5993;2
n11807;n2931;2
n11807;n13268;2
n11807;n2945;3
n11807;n2962;3
n11807;n15679;3
n11807;n9257;2
n11807;n2929;2
n11807;n13696;2
n11807;n2987;2
n11807;n13699;2
n11807;n4879;2
n11807;n2981;3
n11807;n7786;2
n11807;n6458;2
n17436;n12129;2
n17436;n17437;2
n17436;n17435;3
n17436;n17054;3
n8559;n2797;2
n14020;n2492;2
n14020;n5847;2
n14020;n6544;2
n14020;n11916;2
n14120;n17211;13
n14120;n17213;3
n14120;n4913;5
n12983;n3884;2
n12983;n11237;2
n10104;n2838;5
n10104;n1227;2
n10104;n2957;2
n3326;n8653;2
n17528;n16548;2
n17528;n17487;6
n17528;n4608;5
n17528;n17486;11
n17528;n16550;2
n17528;n14927;5
n17528;n16328;3
n17528;n17527;5
n17528;n17488;3
n17528;n14929;10
n16879;n10533;4
n16879;n12075;2
n16879;n9592;2
n16879;n15977;2
n6485;n8487;2
n9989;n629;2
n9989;n849;2
n9989;n6927;2
n9989;n14019;3
n9989;n9776;2
n13372;n2030;2
n13372;n7675;2
n9055;n3860;4
n9055;n4198;2
n9055;n11791;5
n9055;n9867;2
n9055;n3875;5
n9055;n6851;2
n9055;n11805;2
n9055;n7323;3
n9055;n9061;2
n9055;n759;3
n9055;n9257;6
n9055;n2997;3
n9055;n8974;3
n9055;n2856;3
n9055;n11605;2
n9055;n2643;2
n9055;n7786;2
n9055;n5598;4
n9055;n2597;2
n9055;n2969;3
n9055;n2828;2
n9055;n9263;2
n9055;n2728;2
n9055;n7344;2
n9055;n682;9
n9055;n3188;3
n9055;n2697;2
n9055;n6505;2
n9055;n9074;2
n9055;n2730;3
n9055;n3185;2
n9055;n3906;2
n9055;n3029;2
n9055;n9876;3
n9055;n1192;3
n9055;n3019;4
n9055;n662;6
n2632;n2714;2
n2632;n4202;2
n2632;n3967;4
n2632;n737;2
n2632;n2604;4
n2632;n4222;2
n2632;n3981;4
n2632;n2600;3
n2632;n3978;2
n2632;n3360;2
n2632;n733;2
n2632;n3980;3
n2632;n4198;4
n2632;n4225;4
n2632;n724;2
n2632;n2657;2
n2632;n3998;2
n2632;n3916;3
n2632;n4203;3
n2632;n4201;2
n2632;n794;2
n2632;n2895;2
n2632;n3989;3
n2632;n4209;2
n2632;n798;2
n2632;n716;2
n2632;n4005;2
n2632;n2633;2
n2632;n3455;2
n2632;n2890;2
n2632;n2709;2
n2632;n704;2
n2632;n2685;2
n2632;n2713;2
n2632;n2617;3
n2632;n2701;3
n2632;n790;2
n2632;n2610;2
n2632;n4220;2
n2632;n4219;2
n2632;n2603;2
n2632;n2602;2
n2632;n2596;2
n2632;n578;2
n2632;n2687;2
n2632;n3975;3
n2632;n2597;2
n2632;n4207;2
n2632;n2902;2
n2632;n2626;3
n2632;n3465;2
n2632;n2622;3
n2632;n2620;2
n2632;n2698;3
n2632;n2612;3
n2632;n3530;2
n2632;n744;2
n2632;n2601;3
n2632;n3361;3
n2632;n3877;4
n2632;n2599;6
n2632;n2649;2
n2632;n3997;2
n2632;n732;3
n2632;n2645;2
n2632;n3994;2
n2632;n3915;3
n2632;n2993;3
n2632;n711;2
n2632;n2636;5
n2632;n2624;3
n2632;n4001;2
n2632;n4213;4
n2632;n2615;3
n2632;n791;2
n2632;n3879;2
n2632;n2611;2
n2632;n3028;3
n2632;n4216;2
n2632;n3968;2
n2632;n3965;2
n2632;n2607;2
n2632;n2608;2
n2632;n2894;2
n2632;n2605;4
n2632;n4224;3
n2632;n671;3
n2632;n3996;2
n2632;n4208;2
n2632;n2641;6
n2632;n4006;3
n2632;n2666;2
n2632;n2712;3
n4660;n5821;2
n4660;n4642;4
n4660;n2491;4
n2851;n2091;2
n14350;n127;2
n14350;n162;3
n14350;n131;3
n14350;n7193;2
n14350;n1644;2
n14350;n1699;2
n16539;n9797;2
n16539;n17676;2
n16539;n15223;3
n16539;n9790;2
n15002;n6442;2
n15002;n12980;2
n15002;n7552;2
n15002;n12485;3
n15002;n15007;2
n15002;n10053;2
n15002;n1650;6
n15002;n1653;4
n15002;n12517;5
n15002;n15001;4
n15002;n15000;4
n15002;n12541;3
n15002;n1652;8
n15002;n6275;4
n15002;n14992;3
n13155;n13467;2
n13155;n13152;4
n13155;n15634;2
n13155;n16859;2
n6413;n1961;3
n6413;n1688;2
n6413;n6259;2
n6413;n3067;2
n6413;n1890;2
n6413;n135;2
n6413;n162;2
n6413;n12460;2
n6413;n173;2
n6413;n117;2
n6413;n159;2
n2436;n4320;9
n2436;n8215;2
n2436;n8574;2
n2436;n2450;13
n2436;n6678;10
n2436;n8132;11
n2436;n1434;2
n2436;n8532;2
n2436;n3820;3
n2436;n1365;3
n2436;n6739;7
n2436;n6676;4
n2436;n1397;11
n2436;n1432;8
n2436;n2441;15
n2436;n1413;32
n2436;n1415;10
n2436;n8143;3
n2436;n2417;4
n2436;n1313;2
n2436;n6730;4
n2436;n1315;6
n2436;n2416;11
n2436;n6182;2
n2436;n8140;3
n2436;n1381;7
n2436;n1393;40
n2436;n2388;3
n2436;n6736;2
n2436;n2375;2
n2436;n2449;2
n2436;n2372;3
n2436;n1405;2
n2436;n2431;20
n2436;n1384;2
n2436;n6699;10
n2436;n6700;16
n2436;n8137;3
n2436;n1400;2
n2436;n6743;10
n2436;n8158;3
n2436;n1291;5
n2436;n6741;8
n2436;n3849;2
n2436;n1293;14
n2436;n8548;3
n2436;n1302;2
n2436;n6750;8
n2436;n1416;29
n2436;n3851;3
n2436;n2419;3
n2436;n8153;5
n2436;n8239;4
n2436;n2439;2
n2436;n8803;3
n2436;n1314;3
n2436;n1425;19
n2436;n6740;11
n2436;n2391;4
n2436;n6675;12
n2436;n2433;4
n2436;n1374;5
n2436;n1433;5
n2436;n1398;16
n2436;n1420;20
n2436;n16838;6
n2436;n8521;5
n4937;n7986;2
n4937;n3468;2
n4937;n3725;2
n4937;n13892;2
n4937;n4940;2
n4937;n8588;2
n4937;n3683;2
n4937;n838;2
n4937;n4077;2
n4937;n4057;2
n4937;n4938;3
n5955;n1108;2
n5955;n4624;2
n5955;n4627;2
n5955;n6586;2
n5955;n5841;2
n5955;n5957;2
n5955;n5954;2
n13418;n11174;2
n13418;n4596;2
n7130;n7138;6
n7130;n7142;10
n7130;n7128;10
n7130;n7132;11
n7130;n7137;8
n7130;n7141;7
n7130;n7135;11
n7130;n5468;5
n7130;n7136;13
n7130;n7143;8
n7130;n7139;10
n7130;n7140;7
n7130;n7133;13
n7130;n7127;8
n7130;n7134;7
n16179;n16178;2
n16179;n7254;2
n16179;n1179;2
n2706;n4224;2
n2706;n2597;3
n2706;n2697;2
n2706;n2703;2
n2706;n4215;2
n2706;n2635;2
n2706;n628;2
n2706;n4211;2
n2706;n2702;2
n2706;n2694;2
n2706;n13872;2
n6765;n6769;2
n6765;n6658;2
n6765;n6771;2
n6765;n6649;3
n6765;n16855;2
n6765;n13471;2
n6765;n15638;2
n1451;n4011;2
n1451;n1090;2
n1451;n6832;2
n1451;n1453;2
n1451;n3186;2
n1451;n5570;2
n1451;n6089;2
n1451;n15944;2
n1451;n6502;2
n12667;n11608;2
n12667;n8701;2
n12667;n12841;2
n12667;n17004;2
n12667;n9379;3
n12667;n640;2
n12667;n10583;2
n16745;n16748;3
n1251;n1532;2
n1251;n15526;2
n1251;n8981;2
n1251;n660;2
n1251;n4196;3
n1251;n3290;2
n1251;n3930;2
n1251;n3875;2
n1251;n4912;2
n1251;n2990;2
n1251;n1459;3
n1251;n2613;2
n1251;n3300;2
n1251;n3306;2
n1251;n3276;2
n1251;n2080;2
n1251;n392;2
n1251;n701;2
n1251;n3225;2
n10158;n11307;2
n10158;n3370;2
n10158;n3926;2
n10158;n11450;3
n8719;n8702;2
n15801;n291;2
n16638;n17427;2
n16638;n7625;2
n16638;n373;3
n16638;n15235;2
n16638;n367;3
n16638;n331;2
n16638;n15241;2
n16638;n325;2
n16638;n15242;2
n16638;n7651;5
n16638;n14277;2
n2326;n162;4
n2326;n164;8
n2326;n2296;2
n2326;n6258;4
n2326;n1688;3
n2326;n12486;2
n2326;n12474;2
n2326;n1950;2
n2326;n1626;24
n2326;n6280;3
n2326;n166;2
n2326;n1864;2
n2326;n2316;4
n2326;n2333;9
n15878;n17512;2
n15878;n15868;4
n15878;n10102;2
n15878;n11881;2
n15878;n15879;3
n15878;n17624;2
n3272;n11375;2
n3272;n2896;2
n3272;n756;2
n3272;n702;2
n3272;n2917;2
n3272;n528;2
n3272;n660;2
n15310;n11588;3
n15310;n6501;2
n15310;n5627;2
n15310;n14130;6
n16870;n1160;2
n16870;n6388;2
n16870;n4889;2
n1485;n15;2
n1485;n3117;2
n1485;n2459;2
n1485;n11208;2
n1485;n5871;2
n1485;n8870;2
n1485;n6559;4
n1485;n1470;4
n1485;n8366;2
n1485;n2179;2
n1485;n5885;3
n1485;n2751;3
n1485;n13791;3
n1485;n6564;2
n1485;n6577;3
n1485;n5818;2
n1485;n6578;2
n1485;n12712;2
n1485;n1466;3
n1485;n12759;3
n1485;n12576;2
n1485;n4640;4
n1485;n1482;4
n1485;n4614;2
n1485;n5819;2
n1485;n3038;3
n1485;n12578;2
n1485;n5821;2
n1485;n8379;2
n1485;n4625;3
n1485;n1488;2
n1485;n5834;4
n1485;n4607;2
n1485;n3124;2
n1485;n5855;2
n1485;n1473;2
n1485;n1464;4
n1485;n5820;2
n1485;n5917;2
n1485;n6583;2
n1485;n6521;2
n1485;n2553;2
n1485;n12597;2
n1485;n6586;2
n1485;n5827;2
n1485;n8388;2
n1485;n6515;2
n1485;n6571;3
n1485;n267;2
n1485;n2469;2
n1485;n4660;2
n1485;n6562;3
n1485;n6574;2
n1485;n2783;4
n1485;n1483;3
n1485;n2790;2
n1485;n1492;3
n1485;n5812;2
n1485;n1480;2
n1485;n2548;2
n1485;n6010;2
n1485;n5874;2
n1485;n5870;2
n1485;n1468;2
n1485;n4599;3
n1485;n2515;2
n76;n162;2
n76;n163;2
n76;n131;2
n76;n106;3
n5930;n5887;2
n5930;n12277;2
n5930;n12610;2
n5930;n5920;2
n5930;n6551;2
n5930;n5844;2
n5930;n4586;2
n5930;n12551;2
n5930;n2490;3
n5930;n6589;2
n5930;n2482;2
n5930;n14986;2
n5930;n11914;2
n5930;n5875;2
n5930;n5928;3
n5930;n5860;2
n5930;n12581;2
n5930;n4622;2
n5930;n6576;2
n5930;n5944;2
n5930;n5837;3
n5930;n5925;3
n5930;n6002;2
n5930;n5840;3
n5930;n3066;2
n5930;n16783;2
n5930;n2483;2
n5930;n5863;2
n5930;n12256;2
n5930;n3228;2
n5930;n5927;2
n5930;n6592;2
n5930;n3033;2
n5930;n2779;2
n5930;n13631;2
n8702;n3533;2
n8702;n649;2
n11215;n14021;2
n11215;n11824;2
n11215;n2756;2
n11215;n12613;3
n11215;n11213;7
n11215;n2791;10
n16407;n14544;2
n16407;n14558;2
n16407;n14214;2
n16407;n14207;2
n16407;n14179;2
n16407;n14577;2
n16407;n14203;2
n16407;n14552;2
n16407;n14197;2
n16407;n17616;2
n16407;n14578;2
n16407;n14183;2
n16407;n14184;2
n3266;n3930;3
n3266;n7590;2
n3266;n756;2
n3266;n6927;2
n3266;n6900;3
n3266;n3295;2
n3266;n441;2
n3266;n658;2
n3266;n3142;5
n3266;n660;3
n3266;n3489;2
n3266;n8979;2
n3266;n1459;4
n3266;n3300;2
n3266;n452;3
n3266;n3292;2
n3266;n12678;3
n3266;n5036;2
n3266;n3320;2
n3266;n540;2
n3266;n721;2
n3266;n4047;2
n3266;n3307;3
n3266;n692;3
n3266;n691;2
n3266;n3282;4
n3266;n701;4
n3266;n9016;2
n3266;n9300;2
n3266;n3306;4
n3266;n3308;3
n3266;n8998;5
n3266;n2896;4
n3266;n531;2
n5962;n2739;2
n5962;n5871;2
n5962;n2756;3
n5962;n16822;2
n5962;n12712;2
n2516;n5863;22
n2516;n2568;2
n2516;n2492;2
n2516;n5861;11
n2516;n2581;2
n2516;n5886;2
n2516;n2587;2
n2516;n3055;2
n2516;n2583;2
n2516;n15349;2
n2516;n5176;2
n2516;n5864;16
n2516;n3080;2
n2516;n2517;2
n2516;n11854;3
n2516;n15523;2
n2516;n2469;12
n2516;n16332;2
n2516;n3034;3
n2516;n2529;19
n2516;n2582;2
n2516;n12705;4
n2516;n14782;2
n2516;n2590;3
n2516;n2520;5
n2516;n1477;2
n2516;n13942;2
n2516;n2495;2
n2516;n1480;4
n2516;n13773;2
n2516;n3097;2
n2516;n2454;2
n2516;n11823;4
n2516;n11829;2
n2516;n13623;3
n2516;n4617;2
n2516;n2461;2
n2516;n15340;2
n2516;n12566;4
n2516;n5865;2
n2516;n11205;2
n2516;n2488;2
n2516;n5831;2
n2516;n2591;3
n8680;n7378;2
n8680;n4236;3
n8680;n3570;2
n8680;n15698;2
n8680;n3304;2
n8680;n10658;2
n8680;n3996;2
n8680;n9034;2
n8680;n4299;2
n8680;n16266;2
n8680;n7745;2
n8680;n9356;2
n8680;n4399;2
n8680;n10657;2
n8680;n553;2
n8680;n3607;2
n8680;n4262;2
n8680;n3227;2
n8680;n1448;2
n8680;n626;2
n10248;n3155;2
n10248;n9976;2
n10248;n10247;2
n5286;n5268;2
n5286;n5293;2
n5286;n12826;4
n5286;n5269;4
n5286;n5283;5
n5286;n5251;2
n5286;n5242;2
n5286;n5308;3
n5286;n5296;2
n5286;n5306;2
n5286;n5341;2
n5286;n5261;2
n5286;n5319;2
n5286;n5310;2
n5286;n16672;2
n5286;n5249;2
n5286;n5270;3
n5286;n5318;3
n5286;n5305;2
n5286;n5258;2
n5286;n13778;2
n5286;n1147;2
n5286;n5328;2
n5286;n13822;2
n5286;n5291;3
n5286;n5259;3
n5286;n5280;2
n5286;n13809;2
n5286;n3007;3
n5286;n7604;2
n5286;n5227;2
n5286;n1114;2
n5286;n12827;2
n5286;n5292;2
n5286;n5229;4
n5286;n5324;3
n5286;n5228;3
n5286;n5263;4
n5286;n5284;4
n5286;n5244;3
n5286;n12825;2
n5286;n5239;3
n5286;n5285;2
n5286;n5248;2
n5286;n5299;2
n5286;n5237;2
n5286;n5247;2
n5286;n5235;2
n12351;n1637;2
n12351;n10057;2
n12351;n2273;2
n12351;n1783;2
n12351;n89;2
n12351;n11486;2
n12351;n1997;2
n12351;n1597;2
n12351;n1573;2
n12351;n1630;3
n6873;n6812;3
n6873;n838;2
n6873;n6869;2
n6873;n6659;5
n6873;n6844;2
n6873;n6620;2
n6873;n6617;6
n6873;n3746;2
n6873;n6839;3
n6873;n6918;3
n6873;n6788;2
n6873;n6778;2
n6873;n6794;3
n6873;n6809;3
n6873;n6875;2
n6873;n3728;2
n6873;n7942;2
n6873;n12198;2
n6873;n3741;3
n6873;n6775;4
n6873;n13981;2
n6873;n1448;2
n6873;n6647;2
n6873;n217;2
n6873;n3703;2
n6873;n7954;2
n6873;n6894;3
n6873;n4359;4
n6873;n6820;2
n6873;n6774;2
n6873;n3476;4
n6873;n6790;3
n6873;n3735;2
n6873;n6928;2
n6873;n3720;2
n6873;n6868;2
n6873;n882;2
n6873;n6665;4
n6873;n6755;2
n6873;n5550;3
n6873;n6845;2
n6873;n467;2
n6873;n9783;2
n6873;n6758;4
n6873;n6786;2
n6873;n6856;2
n6873;n4453;3
n6873;n3704;2
n6873;n6818;3
n6873;n6670;4
n6873;n6646;2
n6873;n6848;3
n6873;n4450;3
n15017;n15018;4
n15017;n162;2
n15017;n12493;2
n15017;n2323;3
n15017;n13512;2
n15017;n2304;4
n9256;n682;2
n9256;n520;3
n9256;n11025;2
n9256;n9261;6
n9256;n9033;2
n9256;n3366;3
n9256;n3953;3
n9256;n9264;6
n9256;n9019;3
n9256;n2970;2
n9256;n8992;2
n9256;n6475;3
n9256;n15920;2
n9256;n11038;2
n5507;n5418;2
n5507;n5445;4
n5507;n5420;5
n5507;n2671;4
n5507;n5496;3
n5507;n5425;2
n5507;n5442;5
n5507;n11341;2
