from;to;weight
n14899;n1869;2
n14899;n1645;2
n3961;n3306;2
n3961;n2119;2
n3961;n3297;2
n3961;n2896;2
n3961;n7992;2
n3961;n2926;2
n3961;n3186;2
n3961;n555;2
n3961;n8986;2
n3961;n2725;2
n3961;n6131;3
n3961;n3858;3
n3961;n6305;2
n3961;n701;4
n3961;n8995;2
n3961;n8621;3
n3961;n3136;3
n3961;n692;2
n3961;n3030;2
n3961;n4415;2
n3961;n13338;2
n3961;n6482;3
n3961;n3290;2
n3961;n7694;2
n3961;n2677;2
n3961;n528;2
n3961;n4988;3
n3961;n5698;2
n3961;n7506;2
n3961;n2673;2
n3961;n7724;2
n3961;n2612;2
n3961;n8987;4
n3961;n8972;2
n3961;n3958;3
n3961;n3406;2
n3961;n3247;3
n3961;n3960;5
n3961;n3962;3
n3961;n2624;2
n3961;n3252;3
n3961;n5036;3
n3961;n3320;4
n3961;n7030;2
n3961;n3140;4
n3961;n574;2
n3961;n8999;2
n3961;n1459;3
n3961;n9379;2
n3961;n3175;4
n3961;n9098;4
n3961;n2902;2
n3961;n648;2
n3961;n3542;2
n3961;n3266;2
n3961;n12400;3
n3961;n3154;4
n3961;n2674;2
n3961;n3226;3
n3961;n10095;2
n3961;n707;3
n3961;n3213;4
n3961;n3255;2
n3961;n8964;2
n3961;n716;3
n3961;n3127;2
n3961;n3246;2
n3961;n9350;2
n3961;n8978;2
n3961;n672;2
n3961;n8981;3
n3961;n556;2
n3961;n1193;2
n3961;n9105;2
n3961;n3295;3
n3961;n3183;2
n3961;n2623;2
n3961;n3957;2
n3961;n476;2
n3961;n564;2
n3961;n4196;2
n3961;n660;2
n3961;n3322;2
n3961;n5696;3
n3961;n3268;3
n3961;n7479;2
n3961;n8992;2
n3961;n756;2
n3961;n6900;2
n3961;n1067;4
n3961;n386;2
n3961;n7720;3
n3961;n569;3
n3961;n8966;2
n10744;n8066;2
n10744;n10325;3
n10744;n15437;2
n10744;n10752;2
n10744;n8040;2
n11811;n7691;2
n11811;n8600;2
n11811;n14681;2
n11811;n10647;2
n11811;n2405;2
n11811;n7188;2
n11422;n4289;2
n11422;n3884;2
n11422;n4312;2
n16106;n17470;2
n16106;n17467;2
n16106;n16978;2
n6462;n1213;2
n6462;n1219;2
n6462;n789;2
n6462;n6458;2
n6462;n4866;2
n6462;n10101;2
n6462;n2957;3
n6462;n1227;2
n6462;n10097;3
n6462;n1192;2
n6462;n5777;2
n6462;n7784;2
n6462;n2962;2
n6462;n2871;2
n6462;n15174;2
n6462;n2937;8
n6462;n2944;2
n6462;n2839;2
n6462;n10091;4
n6462;n2945;2
n611;n2081;2
n611;n5547;3
n611;n4056;2
n611;n4943;2
n611;n14011;2
n611;n4069;2
n611;n4009;3
n611;n824;3
n611;n5559;2
n611;n3769;2
n611;n5570;2
n611;n8628;2
n611;n3752;2
n611;n5549;2
n611;n5551;2
n611;n884;2
n611;n7056;2
n611;n7058;2
n611;n3483;2
n611;n7059;2
n611;n4934;3
n611;n8306;3
n611;n4076;3
n611;n4025;2
n611;n620;3
n611;n7973;2
n611;n5558;2
n611;n609;2
n611;n605;2
n611;n5561;2
n611;n4945;2
n611;n3538;2
n611;n3471;2
n611;n4058;2
n611;n3710;2
n611;n7984;2
n611;n5542;4
n611;n4059;2
n611;n5546;2
n611;n7990;2
n611;n3727;2
n611;n5565;3
n611;n4077;2
n611;n4039;2
n611;n4072;2
n611;n614;3
n611;n8605;2
n611;n3683;4
n611;n5566;2
n611;n7064;3
n611;n14003;3
n611;n3749;2
n611;n5541;2
n611;n4942;2
n611;n4043;2
n611;n3462;2
n611;n4045;2
n611;n3541;2
n611;n4935;3
n611;n14167;2
n611;n3717;2
n611;n7054;2
n611;n5730;2
n611;n615;2
n611;n5571;3
n611;n7569;3
n611;n3753;2
n611;n4062;2
n611;n3722;3
n12892;n1010;3
n12892;n2208;2
n12892;n250;2
n12892;n2253;2
n12892;n15539;2
n12892;n995;2
n12892;n9699;2
n12892;n12893;2
n12892;n16865;3
n12892;n984;2
n12892;n12894;2
n12892;n15466;2
n5920;n5840;3
n5920;n2491;2
n5920;n5828;2
n5920;n1096;3
n5920;n11208;2
n5920;n8068;2
n13257;n1198;2
n13257;n14124;2
n13257;n5740;2
n13257;n1532;2
n13257;n6134;2
n13257;n15375;2
n13257;n10095;2
n16270;n12081;4
n16270;n12079;2
n16270;n12053;2
n16270;n12082;3
n16270;n16271;4
n16270;n12680;2
n16270;n12056;5
n16270;n12071;2
n16270;n11993;2
n16270;n12072;3
n16270;n12679;4
n16270;n11995;4
n16270;n12050;2
n17312;n13067;2
n11413;n9476;2
n11413;n8662;2
n2891;n661;2
n2891;n2900;2
n2891;n2904;2
n2891;n2894;2
n2891;n2928;18
n2891;n2662;4
n2891;n2888;2
n2891;n670;2
n2891;n2903;2
n2891;n2611;2
n2891;n2892;2
n2891;n2835;2
n2891;n2889;2
n2891;n2890;2
n2891;n2884;3
n2891;n2919;18
n2891;n2682;2
n2891;n2917;2
n2891;n2895;2
n2891;n2924;17
n2891;n2901;2
n2891;n2714;2
n2891;n2918;2
n2891;n3899;2
n2891;n2893;2
n2891;n2833;3
n5943;n3092;2
n5943;n5920;2
n5943;n4625;2
n5943;n2477;2
n5943;n11824;2
n5943;n5870;2
n5943;n5986;3
n5943;n6586;2
n5943;n5840;2
n5943;n11208;2
n5943;n1483;2
n5943;n5864;2
n2987;n2940;2
n2987;n1285;2
n2987;n1509;2
n2987;n2949;2
n2987;n6507;2
n2987;n514;2
n2987;n6149;2
n2987;n789;2
n2987;n17799;2
n2987;n7786;2
n2987;n6458;3
n2987;n4851;2
n2987;n2964;2
n2987;n1213;4
n2987;n10089;2
n2987;n15102;2
n2987;n1219;8
n2987;n10097;3
n2987;n1227;3
n2987;n10101;5
n2987;n2957;6
n2987;n1225;2
n2987;n6504;3
n2987;n13693;2
n2987;n5904;16
n2987;n1278;3
n2987;n2982;3
n2987;n1440;4
n2987;n1192;2
n2987;n2953;5
n2987;n2069;2
n2987;n2871;2
n2987;n1252;2
n2987;n10095;2
n2987;n6131;2
n2987;n2929;4
n2987;n9107;3
n2987;n15099;2
n2987;n15683;2
n2987;n2668;2
n2987;n5777;2
n2987;n14317;2
n2987;n14786;3
n2987;n2962;11
n2987;n13704;2
n2987;n6395;2
n2987;n10088;2
n2987;n4915;3
n2987;n11066;2
n2987;n16511;2
n2987;n2963;2
n2987;n10092;2
n2987;n8995;2
n2987;n2937;3
n2987;n2944;2
n2987;n8347;2
n2987;n5993;3
n2987;n15358;2
n2987;n2934;2
n2987;n2931;5
n2987;n15359;2
n2987;n2945;7
n2987;n1235;2
n2987;n10091;2
n2987;n14313;3
n2987;n9010;2
n16093;n13715;3
n16093;n17452;3
n16093;n17456;2
n16093;n16351;4
n16093;n13720;3
n16093;n16094;5
n16093;n13718;3
n16093;n16075;4
n16093;n13716;2
n16093;n10636;7
n16093;n17207;4
n16093;n16096;2
n16093;n16092;3
n16093;n13738;4
n16093;n16078;4
n16093;n16089;5
n16093;n17454;5
n16093;n13719;6
n16093;n16347;2
n16093;n13717;9
n16093;n16074;2
n16093;n16350;5
n3021;n3890;2
n3021;n2599;4
n3021;n2924;2
n3021;n9351;2
n3021;n6710;2
n3021;n2620;5
n3021;n2622;4
n3021;n3889;2
n3021;n15208;2
n3021;n3962;2
n3021;n14490;2
n3021;n2989;2
n3021;n2624;2
n3021;n2993;2
n3021;n2636;4
n3021;n2637;3
n3021;n3938;2
n3021;n2731;2
n3021;n11119;2
n3021;n3244;2
n3021;n3882;3
n3021;n574;2
n3021;n3918;2
n3021;n670;5
n3021;n2606;2
n3021;n2611;3
n3021;n2607;2
n3021;n2980;2
n3021;n3857;2
n3021;n2712;2
n3021;n3868;3
n3021;n3862;3
n3021;n13338;6
n3021;n3881;2
n3021;n3905;5
n3021;n2644;2
n3021;n529;2
n3021;n12400;3
n3021;n2604;2
n3021;n2674;3
n3021;n2678;3
n3021;n11005;3
n3021;n2630;2
n3021;n3255;2
n3021;n2696;4
n3021;n6508;3
n3021;n724;4
n3021;n3246;2
n3021;n4219;2
n3021;n3898;2
n3021;n3948;3
n3021;n2610;3
n3021;n2713;2
n3021;n2617;2
n3021;n2626;2
n3021;n3942;2
n3021;n3277;3
n3021;n3853;2
n9447;n11064;2
n9447;n3942;2
n9447;n5610;2
n9447;n4226;2
n9447;n7118;2
n9447;n11952;2
n9447;n658;2
n9447;n13338;2
n9447;n14265;2
n9447;n1215;2
n9447;n8610;3
n9447;n9057;2
n9447;n8686;2
n9447;n3890;2
n9447;n1447;2
n16209;n16207;3
n16209;n16188;3
n16209;n16205;2
n16209;n17133;2
n16209;n15700;2
n16209;n16206;2
n16209;n16397;2
n13345;n537;2
n13345;n7167;2
n16710;n16709;2
n16710;n17114;2
n16710;n14224;2
n16710;n13948;2
n16710;n15428;2
n16710;n15610;2
n16710;n15421;3
n16710;n15434;4
n16710;n13937;2
n16710;n13945;2
n16710;n15431;2
n16710;n16712;3
n16710;n12610;2
n16710;n15427;2
n16710;n13947;2
n16710;n17072;3
n16710;n7470;2
n16710;n13958;2
n16710;n15423;2
n16710;n1179;2
n16710;n17068;2
n16710;n13949;2
n16710;n15429;2
n16710;n16705;3
n16710;n13960;2
n16710;n15430;3
n1034;n1035;3
n1034;n1138;2
n4951;n3905;3
n4951;n702;3
n4951;n6688;2
n4951;n13473;2
n4951;n3393;2
n4951;n14941;2
n4951;n6705;2
n4951;n10133;2
n4951;n14491;2
n15491;n4148;2
n15491;n11907;2
n15491;n16890;2
n15491;n4121;2
n15491;n4094;2
n15491;n17739;2
n15491;n15728;6
n15491;n17386;2
n15491;n11911;2
n15491;n8237;2
n15491;n4151;2
n15491;n4101;10
n15491;n15501;2
n15491;n4120;3
n15491;n17782;2
n15491;n4185;3
n15491;n4117;4
n15491;n11910;2
n15491;n11905;4
n15491;n4164;2
n15491;n15617;2
n15491;n15500;4
n15491;n4152;2
n15491;n4193;2
n15491;n15492;2
n15491;n16908;4
n15491;n15490;3
n15491;n16889;3
n15491;n4113;2
n15491;n4158;2
n15491;n4092;4
n15491;n4182;2
n15491;n15620;3
n15491;n4124;2
n15491;n4115;6
n15491;n4137;2
n1773;n1689;2
n1773;n1879;3
n1773;n1816;5
n1773;n1647;3
n1773;n1718;5
n1773;n1744;6
n1773;n177;2
n1773;n6401;2
n1773;n127;7
n1773;n14875;2
n1773;n1920;4
n1773;n1588;3
n1773;n1642;6
n1773;n1596;2
n1773;n1880;3
n1773;n1742;5
n1773;n1815;2
n1773;n1608;5
n1773;n1551;6
n1773;n6213;2
n1773;n1794;2
n1773;n1564;2
n1773;n1666;3
n1773;n180;2
n1773;n1691;2
n1773;n106;5
n1773;n17012;2
n1773;n1684;2
n1773;n1895;2
n1773;n1690;17
n1773;n1603;10
n1773;n1688;3
n1773;n1802;3
n1773;n6277;3
n1773;n1639;4
n1773;n1892;3
n1773;n1743;8
n1773;n1580;3
n1773;n1970;2
n1773;n1809;3
n1773;n1739;4
n1773;n1936;15
n1773;n1680;2
n1773;n1746;2
n1773;n1750;16
n1773;n1997;2
n1773;n1956;4
n1773;n1792;5
n1773;n1644;2
n1773;n1715;2
n1773;n1774;2
n1773;n10697;2
n1773;n1600;2
n1773;n1972;2
n1773;n13092;3
n1773;n1664;10
n1773;n1791;2
n1773;n1663;3
n1773;n1804;12
n1773;n173;2
n1773;n128;2
n1773;n1692;2
n1773;n2273;2
n1773;n10062;3
n1773;n1553;2
n1773;n3655;2
n1773;n1807;2
n1773;n1801;4
n1773;n12818;2
n1773;n162;5
n1773;n1710;2
n1773;n1563;4
n1773;n1726;2
n1773;n1636;9
n1773;n1661;4
n1773;n1711;2
n1773;n1698;4
n1773;n1640;9
n1773;n11958;2
n1773;n1626;2
n1773;n407;3
n1773;n1645;2
n1773;n1614;4
n1773;n1578;7
n1773;n1685;2
n1773;n1988;2
n1773;n1952;2
n1773;n14691;2
n1773;n1699;2
n1773;n1784;2
n1773;n1767;3
n1773;n1959;2
n1773;n1860;2
n1773;n1753;2
n1773;n1719;2
n1773;n11787;2
n14782;n3055;2
n14782;n12590;2
n14782;n11823;3
n14782;n5860;2
n14782;n3119;2
n14782;n4599;2
n14782;n12560;3
n14782;n2163;2
n2383;n6050;14
n4296;n2014;4
n4296;n8335;2
n4296;n5016;2
n4296;n4263;10
n4296;n3586;2
n4296;n4346;3
n4296;n474;3
n4296;n10660;4
n4296;n8565;2
n4296;n4260;5
n4296;n4283;2
n4296;n8573;3
n4296;n4275;2
n4296;n4323;2
n4296;n4270;6
n4296;n4400;2
n4296;n2719;4
n4296;n8296;3
n4296;n5758;3
n4296;n4312;5
n4296;n4347;8
n4296;n4317;2
n4296;n7378;2
n4296;n2405;2
n4296;n4004;9
n4296;n1548;2
n4296;n2375;3
n4296;n1393;3
n4296;n8557;3
n4296;n5589;3
n4296;n12656;3
n4296;n4329;2
n4296;n4333;2
n4296;n4332;2
n4296;n8234;4
n4296;n4313;2
n4296;n8516;2
n4296;n4316;2
n4296;n2721;8
n4296;n17097;2
n4296;n4304;2
n4296;n1219;2
n4296;n579;2
n4296;n8660;2
n4296;n2401;12
n4296;n2404;4
n4296;n11450;2
n4296;n8571;5
n4296;n8569;3
n4296;n3227;4
n4296;n4262;8
n4296;n4326;2
n4296;n8563;2
n4296;n5754;2
n4296;n11040;3
n4296;n2407;4
n4296;n4287;2
n4296;n5595;2
n4296;n4309;2
n4296;n4289;3
n4296;n3435;3
n4296;n3881;3
n4296;n11392;2
n4296;n8281;3
n4457;n13795;2
n4457;n7912;2
n4457;n6959;2
n4457;n7879;2
n4457;n13796;3
n4457;n414;2
n4457;n925;3
n4457;n7847;3
n4457;n11301;3
n4457;n803;2
n4457;n940;2
n4457;n7902;2
n4457;n827;3
n12502;n14878;4
n12502;n17100;2
n12502;n100;3
n12502;n7523;3
n12502;n1950;2
n12502;n15014;2
n12502;n2351;4
n12502;n187;4
n12502;n2286;8
n12502;n12503;4
n12502;n2358;4
n12502;n135;6
n12502;n2300;2
n12502;n12512;10
n12502;n15016;3
n12502;n6285;4
n12502;n11998;2
n12502;n195;6
n12502;n2339;4
n12502;n12359;2
n12502;n157;3
n12502;n7538;10
n12502;n148;2
n12502;n12516;2
n12502;n2352;4
n12502;n1756;10
n12502;n119;2
n12502;n13093;3
n12502;n7530;2
n12502;n12318;3
n12502;n15831;2
n12502;n15029;4
n12502;n15022;2
n12502;n1864;2
n12502;n14926;2
n12502;n2287;2
n12502;n15024;2
n12502;n2304;8
n12502;n12528;4
n12502;n1961;2
n12502;n12469;2
n12502;n2323;14
n12502;n6286;3
n12502;n2331;2
n12502;n5135;3
n12502;n1869;10
n12502;n13010;4
n12502;n12975;3
n12502;n15028;2
n12502;n162;3
n12502;n10060;4
n12502;n1851;2
n12502;n2342;2
n12502;n2292;2
n12502;n15011;5
n12502;n106;2
n12502;n2290;7
n12502;n12529;5
n12502;n15015;4
n12502;n62;2
n12502;n10052;4
n12502;n12501;2
n12502;n11781;4
n12502;n2341;2
n12502;n15013;6
n12502;n14919;4
n12502;n188;5
n12502;n1923;2
n12502;n12432;2
n15007;n15001;2
n15007;n13060;2
n15007;n6242;2
n15007;n12542;2
n9668;n5125;2
n9668;n9658;8
n9668;n9666;8
n9668;n6633;8
n9668;n5147;2
n9668;n9689;4
n9668;n9665;4
n9668;n9691;2
n9668;n9188;2
n9668;n1261;8
n9668;n2237;4
n9668;n5117;2
n9668;n2235;2
n9668;n15908;8
n9668;n9649;5
n9668;n215;7
n9668;n9673;2
n9668;n296;3
n4912;n452;2
n4912;n3292;3
n4912;n447;3
n4912;n3489;2
n4912;n9332;2
n4912;n8979;3
n4912;n9241;2
n4912;n1459;3
n4912;n3300;2
n4912;n537;2
n4912;n3266;3
n4912;n6799;2
n4912;n4200;2
n4912;n3957;2
n4912;n3142;3
n4912;n660;2
n4912;n3322;2
n4912;n2957;2
n4912;n3188;2
n4912;n3295;2
n4912;n7277;2
n4912;n3930;6
n4912;n9869;2
n4912;n531;2
n4912;n8998;2
n4912;n3308;3
n4912;n701;2
n4912;n2635;2
n4912;n9016;2
n4912;n6131;2
n4912;n1227;2
n4912;n4997;3
n4912;n721;2
n4912;n7373;2
n4912;n13256;3
n4912;n7323;5
n4912;n7099;2
n16899;n7683;3
n9756;n9759;2
n9756;n803;2
n9756;n940;2
n9756;n879;2
n9756;n9760;2
n9756;n862;2
n9756;n872;2
n9756;n7879;2
n9756;n14389;2
n9756;n909;3
n9756;n896;2
n9756;n768;2
n11138;n10729;3
n4345;n2404;6
n4345;n2401;7
n4345;n8660;2
n4345;n8125;2
n4345;n4268;4
n4345;n4346;3
n4345;n4385;2
n4345;n4294;3
n4345;n4260;2
n4345;n4373;4
n4345;n8234;3
n4345;n4332;3
n4345;n5024;2
n4345;n1311;2
n4345;n2724;2
n4345;n8661;2
n4345;n4263;4
n4345;n2721;2
n4345;n4316;4
n4345;n4258;2
n4345;n2014;3
n4345;n8516;2
n4345;n4342;2
n4345;n4379;2
n4345;n4276;2
n4345;n4287;5
n4345;n4306;2
n4345;n2407;6
n4345;n8121;2
n4345;n4269;3
n4345;n2374;3
n4345;n1186;2
n4345;n1393;2
n4345;n4298;3
n4345;n4299;4
n4345;n4279;5
n4345;n3881;2
n4345;n5022;2
n4345;n10647;2
n4345;n8140;2
n4345;n2719;2
n4345;n4292;2
n4345;n4270;4
n4345;n16172;2
n4345;n4322;2
n4345;n2405;4
n4345;n2723;3
n4345;n2406;3
n4345;n4317;2
n4345;n4347;7
n4345;n5754;2
n4345;n4312;2
n12196;n12152;2
n12196;n12253;2
n12196;n10444;2
n12196;n2624;3
n12196;n12198;2
n12196;n3960;2
n12196;n3896;2
n12196;n13976;2
n12196;n10165;2
n12196;n12158;2
n12196;n10854;2
n12196;n11458;2
n6537;n6515;2
n6537;n4635;3
n6537;n11885;2
n6537;n1468;2
n6537;n3110;2
n6537;n6023;2
n6537;n6009;2
n6537;n2163;2
n6537;n6539;3
n4339;n4263;2
n4339;n13399;2
n4339;n9351;2
n4339;n2638;2
n4339;n6862;2
n4339;n3948;5
n4339;n3282;2
n4339;n1222;2
n11922;n5831;3
n11922;n11827;2
n11922;n5851;2
n11922;n6586;2
n12010;n6439;2
n12010;n6440;2
n12010;n2313;4
n12010;n6441;3
n12010;n203;2
n12010;n6422;2
n12010;n2274;2
n12010;n2273;2
n12010;n13607;3
n12010;n71;3
n12010;n78;2
n12010;n2275;3
n12010;n91;2
n12010;n92;2
n12010;n81;2
n12010;n14727;2
n12010;n6434;2
n12010;n109;2
n12010;n108;3
n12010;n6259;2
n12010;n2294;2
n12010;n2297;4
n12010;n7193;4
n12010;n94;2
n12010;n12438;2
n12010;n6225;4
n12010;n117;3
n12010;n1688;2
n12010;n2298;2
n12010;n3067;2
n12010;n131;2
n12010;n127;3
n12010;n13050;2
n12010;n6204;2
n12010;n1864;5
n12010;n1961;2
n12010;n9855;2
n12010;n10050;2
n12010;n11949;4
n12010;n12004;2
n12010;n2322;3
n12010;n13087;3
n12010;n1987;3
n12010;n2328;2
n12010;n2333;4
n12010;n82;4
n12010;n7191;4
n12010;n12012;2
n12010;n1993;3
n12010;n1950;2
n12010;n1728;2
n9815;n13578;2
n9815;n9813;2
n9815;n9796;2
n9815;n9804;2
n9815;n9792;5
n9815;n16530;2
n9815;n16726;2
n9815;n9809;3
n9815;n9818;2
n9815;n13565;2
n9815;n17239;2
n9815;n16535;3
n9815;n9785;2
n9815;n9822;2
n9815;n17647;2
n9815;n9829;2
n9815;n9797;3
n12005;n12455;2
n12005;n12015;2
n12005;n127;2
n12005;n7558;2
n12005;n1688;4
n12005;n6424;3
n12005;n12477;4
n12005;n12451;2
n12005;n3067;3
n12005;n131;2
n12005;n499;7
n12005;n12458;4
n12005;n7191;6
n12005;n1950;4
n12005;n1993;2
n12005;n13006;2
n12005;n166;7
n12005;n1864;3
n12005;n184;2
n12005;n1961;4
n12005;n1890;2
n12005;n2324;2
n12005;n2316;3
n12005;n1581;2
n12005;n2333;5
n12005;n6254;2
n12005;n1987;5
n12005;n162;12
n12005;n6273;2
n12005;n7189;4
n12005;n10054;4
n12005;n173;3
n12005;n2273;3
n12005;n12443;2
n12005;n199;2
n12005;n192;4
n12005;n1572;4
n12005;n2313;6
n12005;n10068;5
n12005;n130;4
n12005;n1676;2
n12005;n1565;5
n12005;n2297;3
n12005;n2294;2
n12005;n7193;12
n12005;n89;2
n12005;n6225;8
n12005;n12438;2
n12005;n16613;3
n12005;n1626;2
n12005;n7518;4
n12005;n1645;8
n12005;n1723;3
n12005;n3062;2
n12005;n6233;2
n12005;n6259;3
n12005;n6249;4
n12005;n6434;3
n9168;n2246;2
n9168;n12394;2
n9168;n9167;2
n9168;n2664;2
n9168;n4237;2
n9168;n9165;2
n9168;n9116;2
n9802;n9820;2
n9802;n16530;2
n9802;n13531;2
n9802;n13565;2
n9802;n9797;2
n13903;n6311;3
n1860;n1931;2
n1860;n1956;2
n1860;n1792;4
n1860;n1727;2
n1860;n1605;3
n1860;n6247;2
n1860;n11486;3
n1860;n1715;2
n1860;n14701;2
n1860;n1954;2
n1860;n1644;2
n1860;n1682;2
n1860;n1670;2
n1860;n3667;2
n1860;n1877;3
n1860;n1950;5
n1860;n1746;2
n1860;n1662;2
n1860;n1664;2
n1860;n1573;3
n1860;n14366;3
n1860;n1811;5
n1860;n3668;2
n1860;n1840;3
n1860;n1977;2
n1860;n164;3
n1860;n1596;5
n1860;n1880;2
n1860;n1655;2
n1860;n1744;2
n1860;n1718;4
n1860;n1857;3
n1860;n1886;2
n1860;n11967;3
n1860;n1551;2
n1860;n89;2
n1860;n1952;3
n1860;n6288;2
n1860;n1599;4
n1860;n1685;4
n1860;n1593;2
n1860;n1578;4
n1860;n92;2
n1860;n11485;2
n1860;n11787;2
n1860;n1723;3
n1860;n1641;2
n1860;n11481;2
n1860;n1924;4
n1860;n1692;4
n1860;n1701;3
n1860;n1995;2
n1860;n3665;3
n1860;n10025;4
n1860;n1948;2
n1860;n1698;2
n1860;n6410;2
n1860;n1711;2
n81;n12478;2
n81;n80;2
n81;n78;4
n81;n1723;4
n81;n109;4
n81;n6259;3
n81;n6249;3
n81;n6434;2
n81;n14727;2
n81;n6233;4
n81;n6329;3
n81;n7193;13
n81;n89;4
n81;n2294;2
n81;n1645;4
n81;n6225;2
n81;n2313;5
n81;n163;9
n81;n6440;2
n81;n62;2
n81;n16490;3
n81;n165;2
n81;n16372;2
n81;n130;5
n81;n1676;3
n81;n162;4
n81;n173;3
n81;n2273;5
n81;n121;2
n81;n10054;2
n81;n10050;2
n81;n6254;2
n81;n2328;2
n81;n1890;2
n81;n82;4
n81;n12458;2
n81;n75;2
n81;n1628;2
n81;n166;3
n81;n1950;8
n81;n14056;2
n81;n174;2
n81;n131;25
n81;n6433;2
n81;n3067;2
n81;n106;3
n81;n141;5
n81;n1797;2
n81;n6258;2
n17729;n1221;2
n17729;n16366;3
n17729;n17106;2
n17729;n17397;2
n17729;n17727;3
n17729;n13391;2
n17729;n7448;2
n3620;n2086;2
n3620;n5603;2
n3620;n8036;2
n3620;n15446;3
n14530;n14597;3
n14530;n14516;2
n14530;n16724;2
n14530;n13964;2
n14530;n12555;2
n14530;n14514;2
n14530;n14600;10
n14530;n5893;9
n14530;n13428;2
n14530;n5889;2
n14530;n6577;2
n14530;n5892;6
n14530;n15939;2
n14530;n5888;9
n14530;n14508;2
n14530;n14525;3
n14530;n15937;7
n14530;n5894;9
n14530;n2541;3
n14530;n5891;8
n14530;n5895;9
n14530;n4654;7
n14530;n14528;2
n14530;n6563;2
n11783;n1920;2
n11783;n11778;4
n11783;n12493;7
n11783;n17826;2
n11783;n17796;2
n11783;n14916;2
n11783;n1664;3
n11783;n14914;4
n11783;n11786;2
n11783;n12359;2
n11783;n6540;3
n11783;n12334;2
n2620;n3268;4
n2620;n2599;10
n2620;n2833;3
n2620;n756;2
n2620;n2918;3
n2620;n3889;5
n2620;n9057;3
n2620;n3943;2
n2620;n714;2
n2620;n3956;2
n2620;n793;6
n2620;n569;2
n2620;n2642;4
n2620;n789;3
n2620;n2702;2
n2620;n3882;4
n2620;n3918;2
n2620;n8978;2
n2620;n2888;2
n2620;n3304;2
n2620;n2605;7
n2620;n2606;9
n2620;n2667;2
n2620;n2611;6
n2620;n1193;2
n2620;n2614;2
n2620;n3954;2
n2620;n3183;3
n2620;n2681;2
n2620;n3857;3
n2620;n2628;4
n2620;n2712;7
n2620;n3868;2
n2620;n2623;3
n2620;n3906;6
n2620;n2666;2
n2620;n9004;6
n2620;n11577;2
n2620;n3142;2
n2620;n529;2
n2620;n2875;2
n2620;n12400;2
n2620;n8420;2
n2620;n11808;2
n2620;n2604;8
n2620;n2674;12
n2620;n7746;2
n2620;n2737;3
n2620;n2716;2
n2620;n2619;2
n2620;n2080;2
n2620;n3248;4
n2620;n2856;2
n2620;n3255;3
n2620;n716;12
n2620;n10349;2
n2620;n4209;2
n2620;n723;2
n2620;n15066;2
n2620;n15720;2
n2620;n2832;8
n2620;n1459;3
n2620;n2613;5
n2620;n2680;2
n2620;n2610;8
n2620;n2617;11
n2620;n3287;2
n2620;n2626;6
n2620;n2902;4
n2620;n3942;3
n2620;n8975;2
n2620;n2673;4
n2620;n2924;3
n2620;n484;4
n2620;n744;4
n2620;n2612;5
n2620;n8987;2
n2620;n8633;2
n2620;n2622;6
n2620;n3960;4
n2620;n2627;6
n2620;n3247;2
n2620;n2989;3
n2620;n2624;2
n2620;n3182;2
n2620;n3252;2
n2620;n2636;7
n2620;n2637;5
n2620;n3938;4
n2620;n540;2
n2620;n2898;2
n2620;n2731;5
n2620;n15061;2
n2620;n574;2
n2620;n2645;2
n2620;n2056;5
n2620;n10444;2
n2620;n670;13
n2620;n388;3
n2620;n3354;2
n2620;n11121;2
n2620;n2607;2
n2620;n2608;3
n2620;n2835;2
n2620;n4236;2
n2620;n2980;4
n2620;n2847;2
n2620;n6501;3
n2620;n3030;4
n2620;n640;3
n2620;n3862;2
n2620;n2708;2
n2620;n2658;3
n2620;n3289;2
n2620;n2677;3
n2620;n3905;5
n2620;n3284;2
n2620;n2879;5
n2620;n2668;2
n2620;n1066;2
n2620;n2678;11
n2620;n6131;2
n2620;n2621;4
n2620;n8988;2
n2620;n9417;2
n2620;n2630;5
n2620;n2635;3
n2620;n2633;7
n2620;n2696;8
n2620;n724;19
n2620;n578;3
n2620;n2662;8
n2620;n2598;2
n2620;n2603;3
n2620;n3898;2
n2620;n2653;4
n2620;n2609;4
n2620;n2713;6
n2620;n790;3
n2620;n2701;2
n2620;n503;2
n2620;n2634;5
n2620;n3855;2
n2620;n3277;5
n2620;n2733;2
n2620;n661;5
n2620;n3853;4
n3543;n10916;2
n3543;n3711;2
n3543;n4043;2
n3543;n10913;2
n3543;n10918;2
n3543;n4038;3
n3543;n10910;2
n3543;n10915;2
n3543;n7925;2
n3543;n11224;2
n3543;n6904;2
n3543;n4086;2
n3543;n7991;2
n3543;n3716;2
n3543;n8615;2
n3543;n10920;2
n3543;n10914;2
n3543;n4071;2
n8914;n13916;2
n8914;n14767;3
n16983;n15151;2
n16983;n8282;2
n16983;n16101;2
n16983;n16985;2
n16983;n17467;2
n16983;n15730;2
n16744;n16740;5
n16744;n16741;3
n16744;n16742;2
n9863;n9887;3
n9863;n9872;5
n9863;n3441;2
n9863;n1549;4
n9863;n9866;3
n9863;n9876;3
n9863;n3029;6
n9863;n12043;2
n9863;n1532;2
n9863;n9871;4
n9863;n5598;6
n9863;n9864;4
n9863;n3316;2
n9863;n9889;3
n9863;n600;2
n9863;n1219;3
n9863;n9539;4
n9863;n1212;3
n9863;n9869;5
n9863;n7316;4
n9863;n7323;7
n2893;n9010;2
n2893;n2934;2
